,total_return,sharpe_ratio,max_drawdown,volatility,avg_daily_return,win_rate,num_trades,BH_total_return,BH_sharpe_ratio,BH_max_drawdown,BH_volatility
eta_0.4,1.6436523796390397,0.5916215408727021,-0.4753488017693711,0.34707189996737653,0.0008148222708425224,0.5247933884297521,1694.0,2.2818680647965377,0.681103783671177,-0.4963849939891979,0.3469677198644217
