date,Always Long,Always Short,MA Crossover 10/50,Momentum 20d
2018-04-02,0.22106242602635284,0.289656592606391,0.22106242602635284,0.26821855534090333
2018-04-03,0.24273505566457945,0.24208282932626285,0.24273505566457945,0.27244705934457825
2018-04-04,0.26305215202385773,0.2008303792061234,0.26305215202385773,0.27306531674616114
2018-04-05,0.2817605446375735,0.16592158735458146,0.2817605446375735,0.2705573233702715
2018-04-06,0.25387950645248125,0.19558859753211558,0.25387950645248125,0.29665238956292195
2018-04-09,0.27213779290218587,0.16185809129873974,0.27213779290218587,0.2938663228968884
2018-04-10,0.2888638591422153,0.13389039348125997,0.2888638591422153,0.2883818882343095
2018-04-11,0.2618427750129858,0.158107352727117,0.2618427750129858,0.3182070972469114
2018-04-12,0.27828800572404866,0.1310646751521984,0.27828800572404866,0.3123593133997043
2018-04-13,0.2513929336307636,0.15408857061233572,0.2513929336307636,0.3431255621261372
2018-04-16,0.2675208973571793,0.12802093744541077,0.2675208973571793,0.33693726784023065
2018-04-17,0.2824461105210703,0.10671326389421734,0.2824461105210703,0.3283945150636421
2018-04-18,0.29619622616625524,0.08950382344415019,0.29619622616625524,0.3181037242233393
2018-04-19,0.30883083914473936,0.07573527686942792,0.30883083914473936,0.30660304484109335
2018-04-20,0.2839713348002465,0.0885723094617775,0.2839713348002465,0.34348502093772953
2018-04-23,0.25834311585985936,0.10341505798849264,0.25834311585985936,0.37989871029178873
2018-04-24,0.23259188783967194,0.12020048335570457,0.23259188783967194,0.4146157409649517
2018-04-25,0.20737820351374586,0.13878257690630255,0.20737820351374586,0.4464610160662058
2018-04-26,0.22189580464119946,0.11643235826912254,0.22189580464119946,0.4397760324484787
2018-04-27,0.19733869696764894,0.13385940942862606,0.19733869696764894,0.4714631966360759
2018-04-30,0.1741124076607818,0.15272633906576596,0.1741124076607818,0.4990488456126706
2018-05-01,0.15263058185882933,0.1728026118812383,0.15263058185882933,0.521936224401103
2018-05-02,0.1331748311200467,0.193851396323243,0.1331748311200467,0.5397989414366636
2018-05-03,0.11588254661593203,0.21563975828505086,0.11588254661593203,0.5525951484830851
2018-05-04,0.12743913020186748,0.1830131382669555,0.12743913020186748,0.5621086013293095
2018-05-07,0.13924506588834404,0.15498527312839014,0.13924506588834404,0.5665245950949218
2018-05-08,0.15121102403634643,0.13124416252391263,0.15121102403634643,0.5663337894033945
2018-05-09,0.16325985348644687,0.11137010685974394,0.16325985348644687,0.5621101861673624
2018-05-10,0.175332585439069,0.09489972593535403,0.175332585439069,0.554435103186508
2018-05-11,0.1873741361367249,0.08136073289627596,0.1873741361367249,0.5438909948302743
2018-05-14,0.16586545871002611,0.09170341039143487,0.16586545871002611,0.5765656721885128
2018-05-15,0.146093983476865,0.10298319067259404,0.146093983476865,0.604828842373676
2018-05-16,0.12824164879243533,0.11514319072707369,0.12824164879243533,0.6283735116880557
2018-05-17,0.13860368449301208,0.09858194902797937,0.13860368449301208,0.6242106819859966
2018-05-18,0.12167290626124522,0.10989032591296896,0.12167290626124522,0.6467638615645407
2018-05-21,0.1314929942413238,0.09436662831399889,0.1314929942413238,0.6426473832033536
2018-05-22,0.14157158748373172,0.0814931274578341,0.14157158748373172,0.6353636975747025
2018-05-23,0.124527326105762,0.0905812302102267,0.124527326105762,0.6603641175782493
2018-05-24,0.1341140278347488,0.07848611988960327,0.1341140278347488,0.6532858244408992
2018-05-25,0.11797749267805988,0.08696166448578443,0.11797749267805988,0.677083350158096
2018-05-29,0.10374945115494966,0.09612850376748769,0.10374945115494966,0.6963725939226131
2018-05-30,0.11206616159835586,0.08331754459011881,0.11206616159835586,0.6925501322131695
2018-05-31,0.0986426454781511,0.09185102325054072,0.0986426454781511,0.7108636857931571
2018-06-01,0.08698818355115887,0.10103195295907319,0.08698818355115887,0.7249916799386091
2018-06-04,0.0940669639219689,0.08762999602917035,0.0940669639219689,0.7242360761268919
2018-06-05,0.08309244575611505,0.09617785633098327,0.08309244575611505,0.7376372521567867
2018-06-06,0.08977916420643806,0.08367998395235454,0.08977916420643806,0.7367616876347693
2018-06-07,0.09686346052649394,0.07327295464141384,0.09686346052649394,0.7330001243055984
2018-06-08,0.08559799661458425,0.08016586198320216,0.08559799661458425,0.7486381447876295
2018-06-11,0.09229396275345453,0.07042634338552611,0.09229396275345453,0.7449857311075648
2018-06-12,0.08170470126886238,0.07687352616583756,0.08170470126886238,0.7597170712964377
2018-06-13,0.07262725352326167,0.08386502320565316,0.07262725352326167,0.7708804697478235
2018-06-14,0.06489708377514938,0.09142189485530472,0.06489708377514938,0.7787839375943965
2018-06-15,0.05835033188942646,0.09956669799394177,0.05835033188942646,0.7837326382272054
2018-06-18,0.052830419861004056,0.10832175464088961,0.052830419861004056,0.7860174056371023
2018-06-19,0.048193046202541404,0.11770910744040644,0.048193046202541404,0.7859048001545108
2018-06-20,0.04430826737827808,0.1277492379363264,0.04430826737827808,0.7836342273071175
2018-06-21,0.04713420976548551,0.11081251472052833,0.04713420976548551,0.7949190657485007
2018-06-22,0.050234743562334115,0.09650102913244796,0.050234743562334115,0.8030294837428839
2018-06-25,0.053626798911113466,0.0844668187187238,0.053626798911113466,0.8082795834590493
2018-06-26,0.04892909081265037,0.09161030798906958,0.04892909081265037,0.8105315103856296
2018-06-27,0.04498468872670293,0.09932840684535799,0.04498468872670293,0.8107022157012361
2018-06-28,0.047771496416688555,0.08692358451707266,0.047771496416688555,0.8175334226495503
2018-06-29,0.05083217503071792,0.07652197493132352,0.05083217503071792,0.8218136750072407
2018-07-02,0.0541853053868227,0.06782615746222063,0.0541853053868227,0.8238032317641338
2018-07-03,0.049445937464746605,0.07323635245498386,0.049445937464746605,0.8278717726155228
2018-07-05,0.05262783346685147,0.06511202346659153,0.05262783346685147,0.8296323095997056
2018-07-06,0.04815002629434444,0.070201026432127,0.04815002629434444,0.8334989209791841
2018-07-09,0.0511695057733617,0.06260088063396155,0.0511695057733617,0.8350601078193151
2018-07-10,0.05199339381631645,0.06364434596779703,0.05199339381631645,0.8323688663995701
2018-07-11,0.055392231333724375,0.05711769929516277,0.055392231333724375,0.8320978380373886
2018-07-12,0.05910236051517683,0.051683212797101426,0.05910236051517683,0.830112066172545
2018-07-13,0.05364779415052773,0.0553318342160814,0.05364779415052773,0.8373725774828631
2018-07-16,0.0571637052402767,0.050213732457286366,0.0571637052402767,0.8354588570621603
2018-07-17,0.060999483504354746,0.045957345897573415,0.060999483504354746,0.8320436870937171
2018-07-18,0.0651729303861742,0.042419463659206305,0.0651729303861742,0.8272346755684454
2018-07-19,0.05882084767026779,0.044961955684849814,0.05882084767026779,0.8373963489746147
2018-07-20,0.05344314989378534,0.04778108724954366,0.05344314989378534,0.8453326129628858
2018-07-23,0.05689180102800486,0.04396494078780454,0.05689180102800486,0.8422514571561858
2018-07-24,0.060659967640878755,0.04079146132195623,0.060659967640878755,0.8378886033962862
2018-07-25,0.06476515363748248,0.03815204489248081,0.06476515363748248,0.8323176478325542
2018-07-26,0.058495993921819485,0.04012087507320748,0.058495993921819485,0.8428871370831535
2018-07-27,0.062392429001425206,0.0376047300445408,0.062392429001425206,0.8376104119526089
2018-07-30,0.05649084670566892,0.039485885723152155,0.05649084670566892,0.84753242086551
2018-07-31,0.05149927597496994,0.04158270834536022,0.05149927597496994,0.8554187397047
2018-08-01,0.047288227390422946,0.04391564323639727,0.047288227390422946,0.8615079019827568
2018-08-02,0.05008152435636505,0.04079514843908162,0.05008152435636505,0.8590418028481883
2018-08-03,0.05315589134887605,0.03819650790370263,0.05315589134887605,0.8554917093985454
2018-08-06,0.05653091242839361,0.03603135949867871,0.05653091242839361,0.8509068156445341
2018-08-07,0.06022548894312191,0.034226187153042986,0.06022548894312191,0.8453228349607133
2018-08-08,0.0642580692808216,0.03272012212038467,0.0642580692808216,0.8387637393179721
2018-08-09,0.06864591603319668,0.03146269334423148,0.06864591603319668,0.831245474589375
2018-08-10,0.06181115979196291,0.03249951334440617,0.06181115979196291,0.8438781670716681
2018-08-13,0.06597632493325863,0.031283588064093745,0.06597632493325863,0.836763762069389
2018-08-14,0.07050435705170478,0.030267233749540184,0.07050435705170478,0.8287240521470502
2018-08-15,0.0633966223527323,0.031130214631032972,0.0633966223527323,0.8420765406635025
2018-08-16,0.06769379053900096,0.030143126447169672,0.06769379053900096,0.8344692924748285
2018-08-17,0.07235991782082729,0.029316944422829422,0.07235991782082729,0.825963219935516
2018-08-20,0.07741037519015417,0.02862490631110805,0.07741037519015417,0.8165543433085837
2018-08-21,0.08285673621688602,0.028044712629578188,0.08285673621688602,0.8062418149366498
2018-08-22,0.08870793069240282,0.02755791205369015,0.08870793069240282,0.7950262265615042
2018-08-23,0.0789882103417481,0.028021638213899823,0.0789882103417481,0.814001941102604
2018-08-24,0.08453903385379768,0.027540841277231415,0.08453903385379768,0.8033810910151733
2018-08-27,0.090492747116724,0.027136873722261038,0.090492747116724,0.7918776320442911
2018-08-28,0.09685745949463143,0.026797352701133027,0.09685745949463143,0.779487728309604
2018-08-29,0.08603788130699193,0.027138295048841923,0.08603788130699193,0.8007859423371742
2018-08-30,0.07670948889383827,0.027528611378653083,0.07670948889383827,0.8190524108336704
2018-08-31,0.06871786749707354,0.027974171710123483,0.06871786749707354,0.8345900932957295
2018-09-04,0.0734371933767137,0.02750767138519288,0.0734371933767137,0.8256179418613797
2018-09-05,0.06592583033978433,0.02794602603966165,0.06592583033978433,0.8402023132807698
2018-09-06,0.0595357539386176,0.02844527566673775,0.0595357539386176,0.852483216456027
2018-09-07,0.06345255537282464,0.027908053196587894,0.06345255537282464,0.8451868360577629
2018-09-10,0.06771943371490881,0.027455995188369685,0.06771943371490881,0.8371051373818128
2018-09-11,0.07235398042076892,0.027075267811412743,0.07235398042076892,0.8282167713470494
2018-09-12,0.06500306397137265,0.027441642548289617,0.06500306397137265,0.8425522295089651
2018-09-13,0.06940502962827874,0.027064794140158544,0.06940502962827874,0.834125146603284
2018-09-14,0.07418156295102127,0.02674696470391807,0.07418156295102127,0.8248899093940394
2018-09-17,0.06656011918135739,0.027060355281005827,0.06656011918135739,0.8398194063562794
2018-09-18,0.07109660628640066,0.026744589627409155,0.07109660628640066,0.8310621977997896
2018-09-19,0.07601235785439411,0.026477852677293173,0.07601235785439411,0.8214974316139186
2018-09-20,0.08132038656619439,0.026252314675751738,0.08132038656619439,0.8111069121918594
2018-09-21,0.0726642855460567,0.026486136828878917,0.0726642855460567,0.8281852920790077
2018-09-24,0.06527103681031708,0.02675472154165747,0.06527103681031708,0.8427032048377084
2018-09-25,0.06969128107533173,0.026488530377479166,0.06969128107533173,0.8341289074718573
2018-09-26,0.06274125129044128,0.026755553983391245,0.06274125129044128,0.8477619434357262
2018-09-27,0.05684029135769453,0.02706151876581267,0.05684029135769453,0.8592578985187983
2018-09-28,0.05184617689655224,0.027411398291529554,0.05184617689655224,0.8688962479153659
2018-10-01,0.055029027423787055,0.027046942099837396,0.055029027423787055,0.8628950030525885
2018-10-02,0.05852209473222778,0.02673888737086399,0.05852209473222778,0.8562169231646805
2018-10-03,0.0623440035879592,0.026478166762744042,0.0623440035879592,0.8488338260613376
2018-10-04,0.0564977527670938,0.026738182789436408,0.0564977527670938,0.860266311676376
2018-10-05,0.051550719047207816,0.027035927687697452,0.051550719047207816,0.8698626342178869
2018-10-08,0.04737510501931025,0.027376252724489826,0.04737510501931025,0.8778735372368897
2018-10-09,0.04385743457538026,0.027764631322689762,0.04385743457538026,0.8845204995265498
2018-10-10,0.04089798456577133,0.028207181100358292,0.04089798456577133,0.889996849768099
2018-10-11,0.03840916554857926,0.02871042532897601,0.03840916554857926,0.8944712435738655
2018-10-12,0.04017446008969178,0.028150842009147078,0.04017446008969178,0.8915002378114694
2018-10-15,0.03779920285403928,0.02864427811029825,0.03779920285403928,0.8957573161816232
2018-10-16,0.03949537543713343,0.028096174489283803,0.03949537543713343,0.8929130746364494
2018-10-17,0.041386410256036475,0.02763327053335435,0.041386410256036475,0.8895939089545726
2018-10-18,0.03881700995598095,0.028052487921059893,0.03881700995598095,0.8943134921669783
2018-10-19,0.04062972895852135,0.027596932054226413,0.04062972895852135,0.891143610028731
2018-10-22,0.03818322642666383,0.028010329985862392,0.03818322642666383,0.8956232171608101
2018-10-23,0.03612869663067536,0.02848128130296371,0.03612869663067536,0.8992613254356856
2018-10-24,0.03440327780180322,0.029017070716182907,0.03440327780180322,0.9021763736802106
2018-10-25,0.03569196372687071,0.02841266014406263,0.03569196372687071,0.9002034124021959
2018-10-26,0.034036544524761146,0.028938092795356328,0.034036544524761146,0.9029888181551214
2018-10-29,0.032644871892332505,0.02953470744430952,0.032644871892332505,0.9051755487710256
2018-10-30,0.033716399081386794,0.028850312974358035,0.033716399081386794,0.9037168888628684
2018-10-31,0.034920339892655694,0.02827299653065659,0.034920339892655694,0.9018863236840321
2018-11-01,0.03627006251532236,0.027785305157041158,0.03627006251532236,0.8996745698123141
2018-11-02,0.034524208113541094,0.028222064387188373,0.034524208113541094,0.9027295193857294
2018-11-05,0.035823932537123196,0.027742262450496276,0.035823932537123196,0.9006098724752574
2018-11-06,0.034151198837646835,0.028172875543699693,0.034151198837646835,0.9035247267810067
2018-11-07,0.03540313386826623,0.027700543252357875,0.03540313386826623,0.9014931890111098
2018-11-08,0.03680484332269842,0.027300996529535864,0.03680484332269842,0.8990893168250673
2018-11-09,0.03497832830911491,0.02766872185719591,0.03497832830911491,0.9023746215245744
2018-11-12,0.03344327657086379,0.028088676531470357,0.03344327657086379,0.9050247703268021
2018-11-13,0.03460606897071927,0.027629578587361592,0.03460606897071927,0.9031582834711999
2018-11-14,0.03313100573952861,0.02804368470409343,0.03313100573952861,0.9056943038168493
2018-11-15,0.034253961018747135,0.0275915653304571,0.034253961018747135,0.9039005126320487
2018-11-16,0.03283586508711371,0.028000111842218386,0.03283586508711371,0.9063281579835543
2018-11-19,0.031643264663327515,0.028466489504855152,0.031643264663327515,0.9082469811684899
2018-11-20,0.030639020243367166,0.028997838534344688,0.030639020243367166,0.9097241209789209
2018-11-21,0.03144600754848284,0.02839717442024665,0.03144600754848284,0.9087108104827877
2018-11-23,0.030472548332578606,0.02891820104078551,0.030472548332578606,0.9101367022940573
2018-11-26,0.031258508023676586,0.028330662347519825,0.031258508023676586,0.909152321605127
2018-11-27,0.03214547926622623,0.027834929185387398,0.03214547926622623,0.9078741122821602
2018-11-28,0.03314474325742661,0.027416099399084324,0.03314474325742661,0.9062944140860625
2018-11-29,0.03190303526007256,0.027797972623261485,0.03190303526007256,0.9083959568565935
2018-11-30,0.03287170122442139,0.027385094509381872,0.03287170122442139,0.9068715030417754
2018-12-03,0.033961150784533864,0.027035626338072764,0.033961150784533864,0.9050420720928596
2018-12-04,0.03259013660296766,0.02736215760283449,0.03259013660296766,0.9074575691912302
2018-12-06,0.03364536976726193,0.027016619274720433,0.03364536976726193,0.9056926411907558
2018-12-07,0.032323240731555763,0.02733966453813679,0.032323240731555763,0.9080138539987517
2018-12-10,0.031210007543067998,0.02770885807344763,0.031210007543067998,0.9098711268404164
2018-12-11,0.030272039573988007,0.028130143071908947,0.030272039573988007,0.9113257777801151
2018-12-12,0.031033842890254064,0.027667812634535077,0.031033842890254064,0.9102645015849568
2018-12-13,0.030123003069677322,0.028082610650804942,0.030123003069677322,0.9116713832098404
2018-12-14,0.029354933608756274,0.028555248820786548,0.029354933608756274,0.912734883961701
2018-12-17,0.02870654230121709,0.029092859942437564,0.02870654230121709,0.9134940554551283
2018-12-18,0.02815845162785601,0.02970316177856311,0.02815845162785601,0.9139799349657249
2018-12-19,0.027694681645948693,0.03039488684222753,0.027694681645948693,0.9142157498658752
2018-12-20,0.02730168864799603,0.031177248136783,0.02730168864799603,0.914219374567225
2018-12-21,0.026968119934007814,0.03205993806728394,0.026968119934007814,0.9140038220647004
2018-12-24,0.026684577167049313,0.03305343378602812,0.026684577167049313,0.9135774118798733
2018-12-26,0.02695699949284085,0.031823350006052416,0.02695699949284085,0.9142626510082658
2018-12-27,0.027269674226757624,0.030789726493467364,0.027269674226757624,0.9146709250530174
2018-12-28,0.026939454867765618,0.03161600156404543,0.026939454867765618,0.9145050887004232
2018-12-31,0.027249557973227912,0.030615592786348567,0.027249557973227912,0.9148852912671956
2019-01-02,0.02760453155669386,0.02977272831021583,0.02760453155669386,0.9150182085763965
2019-01-03,0.02722353557154748,0.03046687500369757,0.02722353557154748,0.9150860538532075
