date,close,ret,decision,position,trade_cost,pnl,equity
2018-04-02,44.209999084472656,-0.010076147883496422,1,1,0.0001,-0.010176147883496422,0.9898238521165036
2018-04-03,44.16999816894531,-0.0009047934032052618,1,1,0.0,-0.0009047934032052618,0.9889282660247734
2018-04-04,44.790000915527344,0.014036739241205964,-1,-1,0.0002,-0.014236739241205965,0.9748491521731207
2018-04-05,45.0099983215332,0.004911752657044355,-1,-1,0.0,-0.004911752657044355,0.970060934259717
2018-04-06,44.790000915527344,-0.004887745261270338,-1,-1,0.0,0.004887745261270338,0.9748023449942884
2018-04-09,44.77000045776367,-0.00044653845400433045,-1,-1,0.0,0.00044653845400433045,0.9752376317263819
2018-04-10,44.29999923706055,-0.01049812856594734,1,1,0.0002,-0.01069812856594734,0.9648044141598231
2018-04-11,44.470001220703125,0.0038375166268707073,1,1,0.0,0.0038375166268707073,0.9685068671408397
2018-04-12,43.81999969482422,-0.01461662936893049,-1,-1,0.0002,0.014416629368930489,0.9824694716856732
2018-04-13,43.93999862670898,0.002738451225934968,1,1,0.0002,0.002538451225934968,0.9849634225205174
2018-04-16,45.06999969482422,0.025716911775877316,1,1,0.0,0.025716911775877316,1.0102936399599438
2018-04-17,45.81999969482422,0.016640781119999115,1,1,0.0,0.016640781119999115,1.0271057152894445
2018-04-18,45.43000030517578,-0.008511553737362676,1,1,0.0,-0.008511553737362676,1.018363449799806
2018-04-19,45.59999847412109,0.003741980361068542,1,1,0.0,0.003741980361068542,1.022174145829387
2018-04-20,45.220001220703125,-0.008333273380121242,1,1,0.0,-0.008333273380121242,1.0136560892300988
2018-04-23,45.2400016784668,0.0004422922871243351,1,1,0.0,0.0004422922871243351,1.0141044215001618
2018-04-24,45.70000076293945,0.010167972312246976,1,1,0.0,0.010167972312246976,1.0244158071797027
2018-04-25,46.02999877929688,0.007220963038255368,1,1,0.0,0.007220963038255368,1.031813075859152
2018-04-26,46.09000015258789,0.0013035275881432273,1,1,0.0,0.0013035275881432273,1.0331580726693412
2018-04-27,46.400001525878906,0.006726000700037149,1,1,0.0,0.006726000700037149,1.0401070945893642
2018-04-30,46.119998931884766,-0.006034538465219064,1,1,0.0,-0.006034538465219064,1.0338305283191174
2018-05-01,45.810001373291016,-0.006721543056659396,1,1,0.0,-0.006721543056659396,1.0268815919097314
2018-05-02,46.25,0.009604859496151974,1,1,0.0,0.009604859496151974,1.0367446453192093
2018-05-03,46.2599983215332,0.00021617992504219252,1,1,0.0,0.00021617992504219252,1.0369687686989222
2018-05-04,46.02999877929688,-0.00497188825295003,1,1,0.0,-0.00497188825295003,1.031813075859152
2018-05-07,45.45000076293945,-0.012600435188764303,1,1,0.0,-0.012600435188764303,1.0188117820698692
2018-05-08,44.150001525878906,-0.028602843019544744,1,1,0.0,-0.028602843019544744,0.9896708686008622
2018-05-09,43.790000915527344,-0.008154033927734838,1,1,0.0,-0.008154033927734838,0.9816010587609999
2018-05-10,44.709999084472656,0.02100932061453986,1,1,0.0,0.02100932061453986,1.0022238301200814
2018-05-11,44.93000030517578,0.00492062682192107,1,1,0.0,0.00492062682192107,1.0071553995801388
2018-05-14,44.54999923706055,-0.00845762442764686,1,1,0.0,-0.00845762442764686,0.9986372574702134
2018-05-15,44.209999084472656,-0.007631877854333391,1,1,0.0,-0.007631877854333391,0.9910157799004142
2018-05-16,43.88999938964844,-0.007238174653946272,1,1,0.0,-0.007238174653946272,0.9838426346006782
2018-05-17,43.619998931884766,-0.006151753509191282,1,1,0.0,-0.006151753509191282,0.9777902772207815
2018-05-18,42.72999954223633,-0.020403471147219077,1,1,0.0,-0.020403471147219077,0.9578399615114759
2018-05-21,43.43999862670898,0.016615939435497884,1,1,0.0,0.016615939435497884,0.9737553723008502
2018-05-22,43.54999923706055,0.002532242491461112,1,1,0.0,0.002532242491461112,0.976221157030879
2018-05-23,43.9900016784668,0.010103385743157833,1,1,0.0,0.010103385743157833,0.9860842959509938
2018-05-24,44.25,0.005910395808429225,1,1,0.0,0.005910395808429225,0.9919124444405404
2018-05-25,44.52000045776367,0.006101705260195933,1,1,0.0,0.006101705260195933,0.997964801820437
2018-05-29,44.29999923706055,-0.0049416266496187244,1,1,0.0,-0.0049416266496187244,0.9930332323603797
2018-05-30,44.7400016784668,0.00993233519151282,1,1,0.0,0.00993233519151282,1.0028963712804944
2018-05-31,44.900001525878906,0.003576214604594341,1,1,0.0,0.003576214604594341,1.0064829439303624
2018-06-01,44.20000076293945,-0.015590216907587329,1,1,0.0,-0.015590216907587329,0.990791656520701
2018-06-04,43.93000030517578,-0.00610860753627096,1,1,0.0,-0.00610860753627096,0.9847392991408043
2018-06-05,43.77000045776367,-0.003642154479868265,1,1,0.0,-0.003642154479868265,0.9811527264909362
2018-06-06,42.88999938964844,-0.020105119006439187,1,1,0.0,-0.020105119006439187,0.9614265341613437
2018-06-07,43.18000030517578,0.006761504305298205,1,1,0.0,0.006761504305298205,0.9679272238113036
2018-06-08,43.27999877929688,0.002315851630716903,1,1,0.0,0.002315851630716903,0.9701687996509822
2018-06-11,42.84000015258789,-0.010166327151549415,-1,-1,0.0002,0.009966327151549414,0.9798378193005298
2018-06-12,43.43999862670898,0.014005566572922623,1,1,0.0002,0.013805566572922623,0.9933650355455507
2018-06-13,43.77999877929688,0.007826891421190307,-1,-1,0.0002,-0.008026891421190308,0.9853914022636197
2018-06-14,44.209999084472656,0.009821843699527877,-1,-1,0.0,-0.009821843699527877,0.9757130419277278
2018-06-15,44.43000030517578,0.004976277431781195,-1,-1,0.0,-0.004976277431781195,0.9708576231372883
2018-06-18,44.56999969482422,0.0031510103238088227,1,1,0.0002,0.0029510103238088226,0.9737226340061149
2018-06-19,45.060001373291016,0.010993979847922164,1,1,0.0,0.010993979847922164,0.9844277210218438
2018-06-20,45.04999923706055,-0.00022197372227328316,1,1,0.0,-0.00022197372227328316,0.9842092039362996
2018-06-21,45.290000915527344,0.005327451332548749,1,1,0.0,0.005327451332548749,0.9894525305713168
2018-06-22,45.810001373291016,0.011481573134289658,1,1,0.0,0.011481573134289658,1.0008130021639794
2018-06-25,46.59999847412109,0.01724507917807383,1,1,0.0,0.01724507917807383,1.018072101628743
