,total_return,sharpe_ratio,max_drawdown,volatility,avg_daily_return,win_rate,num_trades,BH_total_return,BH_sharpe_ratio,BH_max_drawdown,BH_volatility
eta_0.4,0.12333003603477799,0.1946723371554861,-0.5347750818809152,0.2440468494577916,0.0001885284546007197,0.5141676505312869,1694.0,0.874236650673303,0.5046200972598309,-0.38983767857063967,0.24397143861721282
