,total_return,sharpe_ratio,max_drawdown,volatility,avg_daily_return,win_rate,num_trades,BH_total_return,BH_sharpe_ratio,BH_max_drawdown,BH_volatility
eta_0.4,0.5903437183036582,0.37350454748901196,-0.39924315989533654,0.33771806471839916,0.0005005525116726609,0.5011806375442739,1694.0,-0.03542677386109927,0.153058893247203,-0.546561259997222,0.3378377558581255
