date,Always Long,Always Short,MA Crossover 10/50,Momentum 20d,VolRegime_w20,MeanRevert_w20_z3.0,TrendQual_s10_l50_q20,DrawdownAvoid_lb60,PriceAccel_w10_s5,RelativeStrength_w14,VolumePrice_w20,Breakout_lb20_th0.02
2018-04-02,0.060699396933430884,0.10375052232151619,0.060699396933430884,0.08896124123584535,0.08884426637962324,0.07796333473528366,0.08884426637962324,0.08767536654549854,0.08432848221042079,0.07625453480685503,0.09313492513884887,0.08884426637962324
2018-04-03,0.07002998016978343,0.06966090861065614,0.07002998016978343,0.08801167452704711,0.08802752765387785,0.08560298554295685,0.08802752765387785,0.0878562710810004,0.09542762901813279,0.08369119781596504,0.08560679010304141,0.08802752765387785
2018-04-04,0.08004388177358238,0.047455837513192996,0.08004388177358238,0.0861458516330401,0.08629206373711613,0.09083337872588347,0.08629206373711613,0.08718292497550056,0.10211349363296762,0.08904941148463741,0.07825514727626477,0.08629206373711613
2018-04-05,0.09021927026883177,0.03299984858141333,0.09021927026883177,0.08312225937790498,0.08338432948180217,0.09314173843750753,0.08338432948180217,0.08532641332927625,0.11243091720567155,0.09139478922568561,0.0709925048594706,0.08338432948180217
2018-04-06,0.06687596050036834,0.04085392129144928,0.06687596050036834,0.0907435940109576,0.09089963004198118,0.09679629939750325,0.09089963004198118,0.0916802613463955,0.09937710239502444,0.09322578386332953,0.08087222656866021,0.09089963004198118
2018-04-09,0.07544642439583607,0.028914494413219125,0.07544642439583607,0.08765472678285673,0.08792594867822708,0.09983676264675198,0.08792594867822708,0.08976378993853022,0.10982789940348973,0.09604634276547205,0.07328528922332664,0.08792594867822708
2018-04-10,0.08449892628526304,0.02130447318737872,0.08449892628526304,0.08406336623343022,0.08442059379430326,0.10041239242271809,0.08442059379430326,0.08726658414516777,0.1226788577528197,0.0967765341341551,0.06523815817089457,0.08442059379430326
2018-04-11,0.06283383655421876,0.025547433380938026,0.06283383655421876,0.0917390914130536,0.09204057515565792,0.10742337034544068,0.09204057515565792,0.09377192968165317,0.10320064740572496,0.1013854278015531,0.07514270139622521,0.09204057515565792
2018-04-12,0.07076746974081816,0.01928132333518189,0.07076746974081816,0.08854188009488978,0.08889885902301413,0.10789159436336992,0.08889885902301413,0.0917111167350237,0.11404820605632526,0.10207559794930611,0.0682187649152247,0.08889885902301413
2018-04-13,0.053245365457386014,0.02293534043926105,0.053245365457386014,0.09687937263245425,0.0661406181014749,0.1193399793362484,0.10730630936020077,0.09880052942919222,0.09396699787250709,0.11328720459972376,0.07764296974651369,0.09720994756765186
2018-04-16,0.06153289868617603,0.017933101521052215,0.06153289868617603,0.09619293479712902,0.07663507062813994,0.11839925310570219,0.09205184499738435,0.09946377100976835,0.09989554744637208,0.1064000131077825,0.07340327496941229,0.09655939104490499
2018-04-17,0.04499918574223751,0.02059720536952318,0.04499918574223751,0.100987813372879,0.05529031957473768,0.13026305341719618,0.10545922611197882,0.10279932667403935,0.10109752279133782,0.11208567359547854,0.08007194886409837,0.10134953874425577
2018-04-18,0.0332660938246508,0.023696092430225996,0.0332660938246508,0.10431062531826321,0.04018516489759123,0.1377876049468473,0.11828539919621169,0.10463592065389078,0.09316262223745746,0.12081426389412521,0.08591179005522907,0.10467832872085645
2018-04-19,0.03862553287446841,0.018626665472595415,0.03862553287446841,0.10541399204554892,0.04693723616695024,0.14917766615762337,0.10620938347588159,0.1070036107570635,0.07980192959742213,0.12223086612884852,0.0815720113569726,0.105775573092157
2018-04-20,0.028443669644441345,0.020919948341786655,0.028443669644441345,0.10625089837450033,0.033899565847004105,0.15328142351860238,0.1160877297430535,0.10637522650606843,0.08994554873132017,0.12392130296241351,0.08579473382291265,0.10663628286345556
2018-04-23,0.03274690958925844,0.01675851806379626,0.03274690958925844,0.10708246059208981,0.03929585540020921,0.156762631887954,0.10486722804489017,0.1085565892084505,0.08774987615695243,0.12099759692743178,0.08499256791955324,0.10744285662015579
2018-04-24,0.02460759480483942,0.018676333409168813,0.02460759480483942,0.10812302859302197,0.02892417821369462,0.1555452873315113,0.11434636095731224,0.10813110254713712,0.09992295186409822,0.12337081291755163,0.08524887289980962,0.10849588165701562
2018-04-25,0.028314295465139153,0.015334227198704652,0.028314295465139153,0.10987097989453341,0.03355463783571593,0.16204874985146953,0.1044169855675239,0.1112924972936858,0.08561625405252686,0.12656555237430206,0.08444230010106929,0.11022922490019017
2018-04-26,0.021832149203873753,0.017042249071134715,0.021832149203873753,0.11208567928384046,0.025332800566506816,0.17074456650703368,0.11474895136124426,0.11181481504608078,0.07843922486756273,0.12734860776191798,0.08631796493975359,0.11246084218717764
2018-04-27,0.02489677586452095,0.014223744992544715,0.02489677586452095,0.11359284049328842,0.0291441367176579,0.1670839307927382,0.10521818940481416,0.11496445126696486,0.07893272892257051,0.12566975269372163,0.08741609431654032,0.11396057867011739
2018-04-30,0.019207530741308612,0.01545298905585304,0.019207530741308612,0.11261993288946162,0.02196484662397234,0.18174028981314627,0.11191809528327554,0.11214397397946893,0.07739428782300309,0.12820012355476748,0.08715694360839285,0.11299345588604166
2018-05-01,0.02146669235541013,0.013072481536760544,0.02146669235541013,0.1122344991296962,0.02475968841304021,0.19167103084703185,0.10162781002287424,0.11342710093462995,0.0695793801213362,0.13107524749357333,0.08701727496188208,0.11260210182835534
2018-05-02,0.01716680642436045,0.014200918587389323,0.01716680642436045,0.11358133367494543,0.01935697852228968,0.1915400891143824,0.11009560500656672,0.11270777272255483,0.06794525044168194,0.13350458570443643,0.08878759654543719,0.11394625683159519
